player,Var.25,tournament name,course,date,purse,season,no_cut,Finish,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total
Sebastian Munoz,51,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",11/10/2020,7,2021,0,T27,-0.31,0.33,0.53,0.44,1.31,0.99
Sean O'Hair,51,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",11/10/2020,7,2021,0,CUT,-0.98,-0.5,-0.15,0.72,0.07,-0.91
Scott Piercy,51,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",11/10/2020,7,2021,0,T19,-0.4,-0.16,1.77,0.29,1.89,1.49
Sam Ryder,51,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",11/10/2020,7,2021,0,CUT,0.07,-1.32,1.06,-0.22,-0.48,-0.41
Scottie Scheffler,51,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",11/10/2020,7,2021,0,CUT,0.51,-0.11,-0.86,0.55,-0.42,0.09
Scott Stallings,51,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",11/10/2020,7,2021,0,CUT,-1.33,-0.21,0.55,0.08,0.42,-0.91
Sepp Straka,51,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",11/10/2020,7,2021,0,T43,-0.16,-0.62,0.82,0.45,0.66,0.49
Tyler Duncan,51,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",11/10/2020,7,2021,0,CUT,-0.12,-0.65,0.17,0.19,-0.29,-0.41
Talor Gooch,51,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",11/10/2020,7,2021,0,CUT,0.38,1.26,-3.17,0.12,-1.79,-1.41
Tom Hoge,51,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",11/10/2020,7,2021,0,T24,0.23,-0.12,1.01,0.12,1.02,1.24
Tom Lewis,51,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",11/10/2020,7,2021,0,T43,0.31,-0.38,0.21,0.36,0.18,0.49
Tyler McCumber,51,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",11/10/2020,7,2021,0,CUT,-1.7,-0.86,-3.24,1.38,-2.71,-4.41
Troy Merritt,51,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",11/10/2020,7,2021,0,T43,-0.59,0.61,0.79,-0.32,1.09,0.49
Vaughn Taylor,51,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",11/10/2020,7,2021,0,CUT,-0.14,-0.17,0.42,-0.02,0.23,0.09
Wyndham Clark,51,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",11/10/2020,7,2021,0,T13,1.06,0.98,-0.8,0.5,0.69,1.74
Will Gordon,51,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",11/10/2020,7,2021,0,CUT,-0.32,0,0.38,0.03,0.42,0.09
Webb Simpson,51,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",11/10/2020,7,2021,0,T13,0.13,1.07,0.3,0.24,1.61,1.74
Will Zalatoris,51,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",11/10/2020,7,2021,0,T5,0.1,0.36,1.16,0.61,2.14,2.24
Xinjun Zhang,51,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",11/10/2020,7,2021,0,CUT,-1.59,-0.06,2.02,-0.27,1.68,0.09
Zac Blair,51,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",11/10/2020,7,2021,0,CUT,-0.61,-0.46,0.33,-0.67,-0.8,-1.41
Zach Johnson,51,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",11/10/2020,7,2021,0,T19,0.2,0.37,1.2,-0.28,1.29,1.49
Aaron Baddeley,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-0.11,0.26,0.04,0.08,0.38,0.27
Austin Cook,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-0.89,0.78,-1.03,0.9,0.66,-0.23
Anirban Lahiri,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T37,-0.64,0.63,0.48,0,1.11,0.47
Adam Long,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,0.41,-0.82,-1.57,0.25,-2.14,-1.73
Andrew Putnam,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T53,0.87,0.36,-1.12,-0.39,-1.16,-0.28
Adam Schenk,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T32,0.42,0.66,-0.97,0.86,0.55,0.97
Aaron Wise,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T17,0.79,0.21,0.84,0.13,1.18,1.97
Byeong Hun An,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-3.16,0.54,0.05,-0.16,0.44,-2.73
Bronson Burgoon,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-0.64,-0.95,1.14,0.23,0.41,-0.23
Brice Garnett,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,0.33,-0.06,0.04,-0.04,-0.06,0.27
Branden Grace,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-2.72,0.05,0.97,-0.53,0.49,-2.23
Bill Haas,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T35,0.87,0.67,-0.77,-0.05,-0.15,0.72
Brandon Hagy,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-0.08,-0.19,0.69,-0.16,0.35,0.27
Brian Harman,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T37,0.47,-0.69,0.2,0.49,0,0.47
Bo Hoag,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,0.14,-0.09,-1.35,-0.93,-2.37,-2.23
Beau Hossler,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T57,-1.3,0.31,-0.07,0.53,0.77,-0.53
Brandt Snedeker,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T17,1.45,0.7,0.13,-0.31,0.52,1.97
Brian Stuard,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,0.62,-0.56,-0.73,-0.06,-1.35,-0.73
Bo Van Pelt,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,0.14,-0.59,-0.93,0.65,-0.87,-0.73
Chris Baker,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-0.68,0.66,-1.03,0.32,-0.05,-0.73
Corey Conners,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T17,0.02,0.51,0.53,0.91,1.95,1.97
Cameron Davis,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T6,0.97,0.51,0.26,0.73,1.5,2.47
Chesson Hadley,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-0.24,-1.94,-0.06,-1,-2.99,-3.23
Charley Hoffman,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T6,1.68,-0.13,-0.11,1.03,0.79,2.47
Chris Kirk,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T53,-0.4,0.03,0.65,-0.56,0.12,-0.28
Carlos Ortiz,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,0.57,-0.47,-1.05,0.73,-0.8,-0.23
C.T. Pan,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T12,1.78,0.61,0.33,-0.5,0.44,2.22
Cameron Percy,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T59,-0.31,-0.56,0.69,-0.61,-0.47,-0.78
Chez Reavie,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T46,-0.83,0.23,0.54,0.03,0.8,-0.03
Charl Schwartzel,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T32,1.07,-0.26,-0.03,0.19,-0.1,0.97
Chase Seiffert,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T17,2.17,-0.25,-0.16,0.22,-0.2,1.97
Chris Stroud,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,0.86,-0.19,-1.38,-0.52,-2.08,-1.23
Cameron Tringale,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T37,1.21,0.08,-0.7,-0.13,-0.74,0.47
Camilo Villegas,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T23,-1.43,0.91,1.82,0.17,2.9,1.47
Dylan Frittelli,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-2.24,0.05,-0.16,0.62,0.51,-1.73
Doug Ghim,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T23,0.2,0.34,0.74,0.19,1.26,1.47
David Hearn,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,0.73,-0.23,-0.79,-0.44,-1.46,-0.73
Denny McCarthy,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T6,1.08,0.71,0.32,0.36,1.39,2.47
D.A. Points,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,0.5,0.48,-0.94,-1.26,-1.73,-1.23
Doc Redman,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T28,0.11,-0.05,0.52,0.64,1.11,1.22
D.J. Trahan,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T46,-1.62,0.11,1.34,0.14,1.58,-0.03
Emiliano Grillo,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T35,-0.06,0.25,0.44,0.09,0.78,0.72
Fabian Gomez,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,0.5,1.3,-2.18,0.66,-0.23,0.27
Greg Chalmers,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-1.52,0.18,-1.25,-0.14,-1.2,-2.73
Grayson Murray,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T53,-0.94,0.71,-0.23,0.17,0.66,-0.28
Hank Lebioda,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T44,0.5,0.64,-0.71,-0.21,-0.28,0.22
Hunter Mahan,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,0.53,-2.85,-1.88,0.46,-4.26,-3.73
Henrik Norlander,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T4,1.78,0.27,-0.17,0.85,0.94,2.72
Henrik Stenson,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-1.91,0.11,0.37,0.7,1.18,-0.73
Hudson Swafford,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-1.95,-0.69,0.15,0.76,0.22,-1.73
Joseph Bramlett,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T44,0.51,0.16,-0.45,0,-0.29,0.22
Jonathan Byrd,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-0.98,0.4,-2.04,-0.6,-2.25,-3.23
Jason Dufner,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-1.81,-1.47,0.62,0.94,0.08,-1.73
Jim Herman,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-1.95,0.25,0.94,0.03,1.22,-0.73
J.B. Holmes,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,65,-1.27,0.62,-0.98,-0.15,-0.51,-1.78
Jamie Lovemark,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-1.2,0.12,-1.04,-0.11,-1.03,-2.23
J.T. Poston,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,3,2.12,-0.02,0.87,0,0.85,2.97
Ted Potter Jr.,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-0.88,-1.48,0.01,0.11,-1.35,-2.23
J.J. Spaun,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-1.25,-0.32,1.2,0.64,1.52,0.27
Jhonattan Vegas,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-0.67,-0.01,-0.31,-0.24,-0.56,-1.23
Jimmy Walker,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T46,-0.31,-0.31,0.84,-0.25,0.28,-0.03
Kiradech Aphibarnrat,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,0.46,0.09,-2.04,0.25,-1.69,-1.23
Keegan Bradley,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T4,0.75,0.58,0.62,0.78,1.97,2.72
Kevin Chappell,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T23,2.24,0.07,0,-0.84,-0.77,1.47
K.J. Choi,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-1.44,-0.52,-0.15,-1.13,-1.79,-3.23
Kramer Hickok,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-1.78,-0.95,1.33,-0.34,0.05,-1.73
Kelly Kraft,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T46,0.52,-0.35,0.06,-0.27,-0.55,-0.03
Kyoung-Hoon Lee,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T46,0.33,-0.01,0.32,-0.66,-0.36,-0.03
Keith Mitchell,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-1.26,-1.02,0.01,0.54,-0.47,-1.73
Kevin Stadler,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-2.37,-1.62,-2.75,-1.99,-6.36,-8.73
Kyle Stanley,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-0.57,0.08,0.45,0.32,0.84,0.27
Kevin Tway,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-2.08,1.12,0.45,0.28,1.85,-0.23
Kristoffer Ventura,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T6,1.04,0.05,0.17,1.21,1.43,2.47
Luke Donald,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-0.59,0.37,-0.9,-0.61,-1.14,-1.73
Lucas Glover,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-2.55,1.1,-0.35,0.57,1.32,-1.23
Luke List,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-1.06,0.46,-0.54,1.42,1.33,0.27
Mark Anderson,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-1.9,-0.16,0.87,0.45,1.17,-0.73
MJ Daffue,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T12,-0.4,0.36,1.96,0.3,2.62,2.22
Matt Every,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-0.65,0.81,-1.01,0.12,-0.08,-0.73
Michael Gligic,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T37,0.34,-0.65,0.65,0.13,0.13,0.47
Mark Hubbard,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-0.9,-0.29,-0.11,0.07,-0.33,-1.23
Matt Jones,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,0.42,0.84,-0.64,-0.85,-0.65,-0.23
Michael Kim,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-0.55,0.95,0.41,-0.53,0.83,0.27
Martin Laird,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T28,-0.04,0.29,0.72,0.25,1.25,1.22
Maverick McNealy,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T17,2.77,0.54,-0.39,-0.96,-0.81,1.97
Matthew NeSmith,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T17,0.76,0.5,0.34,0.36,1.21,1.97
Matthias Schwab,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-2.7,0.25,-0.98,0.2,-0.53,-3.23
Martin Trainer,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,0.81,0.21,-1.6,-1.15,-2.54,-1.73
Nate Lashley,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,1.08,1.15,-1.34,-1.12,-1.31,-0.23
Nick Taylor,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,0.92,-0.35,-0.83,-1.47,-2.65,-1.73
Nick Watney,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-1.37,0.42,0.91,0.32,1.64,0.27
Patton Kizzire,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T59,0.44,-0.64,-0.5,-0.07,-1.22,-0.78
Peter Malnati,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,2,2.29,0.08,1.11,-0.02,1.18,3.47
Pat Perez,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-2.23,0.87,0.3,0.34,1.5,-0.73
Patrick Rodgers,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-1.35,-0.28,0.8,0.61,1.12,-0.23
Ryan Armour,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T46,1.48,-0.86,-0.33,-0.32,-1.51,-0.03
Rafa Cabrera Bello,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T46,-0.14,0.16,0.52,-0.58,0.11,-0.03
Russell Knox,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-1.15,-0.67,-0.82,-0.58,-2.08,-3.23
Rob Oppenheim,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-0.44,0.79,-1.71,-0.37,-1.29,-1.73
Rory Sabbatini,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T12,1.64,0.96,-0.47,0.1,0.58,2.22
Robby Shelton,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-1.6,0.97,-0.96,-0.64,-0.63,-2.23
Roger Sloan,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T32,0.6,-0.23,0.63,-0.03,0.37,0.97
Robert Streb,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,0.23,-0.39,-1.13,0.56,-0.96,-0.73
Richy Werenski,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T59,0.78,0.1,-1.55,-0.12,-1.57,-0.78
Scott Brown,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-0.9,-1.08,-1.2,-3.06,-5.33,-6.23
Sam Burns,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,0.01,-1.44,-0.6,0.8,-1.24,-1.23
Sebastian Cappelen,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-0.76,-0.42,0.6,-0.15,0.03,-0.73
Stewart Cink,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T12,-0.59,0.79,1.43,0.6,2.81,2.22
Sergio Garcia,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,1,0.71,-0.11,1.75,1.37,3.01,3.72
Scott Harrington,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,0.45,-1.62,0.25,-0.31,-1.68,-1.23
Sungjae Im,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T28,1.11,-0.69,0.01,0.79,0.11,1.22
Sung Kang,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-0.17,-0.55,-3.25,-1.25,-5.06,-5.23
Si Woo Kim,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T37,-0.5,0.88,0.43,-0.35,0.97,0.47
Satoshi Kodaira,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-2.2,-1.52,0.02,-0.54,-2.03,-4.23
Sebastian Munoz,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T23,0.41,-0.13,0.55,0.64,1.06,1.47
Sean O'Hair,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-1.7,-0.04,0.44,-0.93,-0.53,-2.23
Scott Piercy,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T57,-0.81,-0.68,0.3,0.65,0.28,-0.53
Sam Ryder,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,0.36,-1.51,0.83,0.1,-0.59,-0.23
Scottie Scheffler,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T37,0.3,0.31,-0.84,0.7,0.17,0.47
Scott Stallings,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T6,0.11,0.19,1.38,0.79,2.36,2.47
Sepp Straka,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-0.37,0.19,-0.66,1.11,0.64,0.27
Sahith Theegala,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-0.33,-0.25,0.86,-0.5,0.1,-0.23
Talor Gooch,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T37,0.08,-0.46,0.71,0.15,0.39,0.47
Tom Hoge,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T28,0.98,-0.14,0.81,-0.43,0.24,1.22
Tom Lewis,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-1.21,0.42,-0.37,-0.58,-0.52,-1.73
Tyler McCumber,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T6,0.13,-0.03,1.7,0.67,2.33,2.47
Troy Merritt,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-0.85,-0.53,0.83,-0.69,-0.38,-1.23
Tim Wilkinson,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,1.08,-0.38,-1.9,-1.02,-3.31,-2.23
Vaughn Taylor,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-0.91,-0.03,-0.96,-0.83,-1.81,-2.73
Vincent Whaley,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,64,-1.45,0.5,-0.5,-0.09,-0.08,-1.53
Wesley Bryan,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T12,1.28,-0.07,0.88,0.13,0.94,2.22
Wyndham Clark,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,66,-2.13,0.16,0.01,-0.07,0.1,-2.03
Will Gordon,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T53,0.69,-0.59,-0.27,-0.11,-0.97,-0.28
William McGirt,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-0.36,-0.87,0.74,-0.24,-0.37,-0.73
Will Zalatoris,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-0.5,-1.41,0.16,1.02,-0.23,-0.73
Xinjun Zhang,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-2.31,0.1,-0.03,-0.48,-0.42,-2.73
Zac Blair,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,CUT,-1.17,-0.34,-0.71,-1.01,-2.06,-3.23
