player,Var.25,tournament name,course,date,purse,season,no_cut,Finish,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total
Zach Johnson,52,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",04/10/2020,6.6,2021,0,T23,0.29,-0.16,1.24,0.1,1.18,1.47
Arjun Atwal,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Aaron Baddeley,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Akshay Bhatia,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Alex Cejka,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Anirban Lahiri,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Adam Long,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Andres Romero,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Adam Schenk,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Ben Cook,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Brian Davis,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Brendon De Jonge,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Brice Garnett,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Branden Grace,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Bill Haas,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Brandon Hagy,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Bo Hoag,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Beau Hossler,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Ben Martin,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Brian Stuard,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Ben Taylor,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Bo Van Pelt,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Chris Baker,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Corey Conners,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Charley Hoffman,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Charles Howell III,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Chris Kirk,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
C.T. Pan,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Cameron Percy,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Carl Pettersson,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Chase Seiffert,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Chris Stroud,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Dominic Bozzelli,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Daniel Chopra,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Doug Ghim,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
David Hearn,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
David Lingmerth,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Denny McCarthy,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
D.J. Trahan,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Emiliano Grillo,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Fabian Gomez,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Graham DeLaet,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Graeme McDowell,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
George McNeill,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Grayson Murray,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Hank Lebioda,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Henrik Norlander,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Henrik Stenson,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Hudson Swafford,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Jason Bohn,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Joseph Bramlett,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Jonathan Byrd,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
James Hahn,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
J.J. Henry,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Joohyung Kim,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Jamie Lovemark,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
John Merrick,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
John Senden,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
J.J. Spaun,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Justin Suh,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Josh Teater,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Jhonattan Vegas,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Johnson Wagner,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Kiradech Aphibarnrat,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Kevin Chappell,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Kramer Hickok,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Kurt Kitayama,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Kelly Kraft,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Kyoung-Hoon Lee,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Keith Mitchell,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Kyle Stanley,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Kevin Tway,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Kristoffer Ventura,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Luke List,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Mark Anderson,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Matt Every,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Michael Gellerman,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Michael Gligic,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Mackenzie Hughes,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Matt Jones,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Michael Kim,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Martin Laird,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Matthew NeSmith,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Matthias Schwab,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Martin Trainer,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Nate Lashley,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Nelson Ledesma,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Patton Kizzire,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Peter Malnati,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Parker McLachlin,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Pat Perez,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Patrick Rodgers,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Peter Uihlein,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Ryan Armour,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Ricky Barnes,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Ryan Blaum,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Ryan Brehm,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Rafael Campos,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Roberto Diaz,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Robert Garrigus,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Rhein Gibson,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Rob Oppenheim,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Roger Sloan,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Robert Streb,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Sang-Moon Bae,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Scott Brown,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Sam Burns,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Sebastian Cappelen,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Scott Harrington,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Sean O'Hair,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Seamus Power,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Sam Ryder,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Shawn Stefani,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Sepp Straka,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Thomas Detry,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Tommy Gainey,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Tyler McCumber,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Ted Purdy,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Tim Wilkinson,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Vaughn Taylor,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Vincent Whaley,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Will Gordon,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Wes Roach,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Will Zalatoris,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Xinjun Zhang,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Zac Blair,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Zack Sucher,53,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",27/09/2020,4,2021,0,NA,NA,NA,NA,NA,NA,NA
Abraham Ancer,54,U.S. Open,"Winged Foot GC - Mamaroneck, NY",20/09/2020,12.5,2021,0,T56,-1.35,0.35,0.52,-0.71,0.16,-1.18
Adam Hadwin,54,U.S. Open,"Winged Foot GC - Mamaroneck, NY",20/09/2020,12.5,2021,0,54,-0.26,1.04,-0.93,-0.53,-0.42,-0.68
Adam Long,54,U.S. Open,"Winged Foot GC - Mamaroneck, NY",20/09/2020,12.5,2021,0,T13,0.97,0.89,0.15,0.3,1.34,2.32
Alexander Noren,54,U.S. Open,"Winged Foot GC - Mamaroneck, NY",20/09/2020,12.5,2021,0,T17,1.61,0.03,0.97,-0.54,0.45,2.07
Andy Ogletree,54,U.S. Open,"Winged Foot GC - Mamaroneck, NY",20/09/2020,12.5,2021,0,CUT,2.84,0.33,-2.66,-0.59,-2.93,-0.09
Andrew Putnam,54,U.S. Open,"Winged Foot GC - Mamaroneck, NY",20/09/2020,12.5,2021,0,WD,1.79,-0.19,-0.68,-1.36,-2.23,-0.44
Adam Scott,54,U.S. Open,"Winged Foot GC - Mamaroneck, NY",20/09/2020,12.5,2021,0,T38,0.78,-0.27,-0.29,0.35,-0.21,0.57
Andy Sullivan,54,U.S. Open,"Winged Foot GC - Mamaroneck, NY",20/09/2020,12.5,2021,0,CUT,1.4,-0.28,-0.59,-0.63,-1.5,-0.09
Byeong Hun An,54,U.S. Open,"Winged Foot GC - Mamaroneck, NY",20/09/2020,12.5,2021,0,CUT,-2.08,0.78,1.31,0.4,2.49,0.41
Bryson DeChambeau,54,U.S. Open,"Winged Foot GC - Mamaroneck, NY",20/09/2020,12.5,2021,0,1,1.09,1.24,1.9,1.33,4.48,5.57
Branden Grace,54,U.S. Open,"Winged Foot GC - Mamaroneck, NY",20/09/2020,12.5,2021,0,CUT,-1.68,-0.01,-1.21,-0.19,-1.42,-3.09
Brian Harman,54,U.S. Open,"Winged Foot GC - Mamaroneck, NY",20/09/2020,12.5,2021,0,T38,0.63,0.86,-0.71,-0.21,-0.06,0.57
Billy Horschel,54,U.S. Open,"Winged Foot GC - Mamaroneck, NY",20/09/2020,12.5,2021,0,T38,0.9,-0.01,-0.37,0.05,-0.33,0.57
Brandt Snedeker,54,U.S. Open,"Winged Foot GC - Mamaroneck, NY",20/09/2020,12.5,2021,0,CUT,-1.33,-0.31,0.65,-1.1,-0.76,-2.09
Brendon Todd,54,U.S. Open,"Winged Foot GC - Mamaroneck, NY",20/09/2020,12.5,2021,0,T23,1.58,-0.14,0.44,-0.31,-0.01,1.57
Bubba Watson,54,U.S. Open,"Winged Foot GC - Mamaroneck, NY",20/09/2020,12.5,2021,0,T31,-1.68,0.06,1.57,1.12,2.75,1.07
Bernd Wiesberger,54,U.S. Open,"Winged Foot GC - Mamaroneck, NY",20/09/2020,12.5,2021,0,T43,-0.08,0.42,0.33,-0.36,0.4,0.32
